
#          title damage energy traversable is_fall
Interface: plain      0      0           1       0
Interface: rocks      1      0           1       0
Interface: mud        0      1           1       0
Interface: wall      10      1           0       0
Interface: cliff      0      0           1       1
Cell: 7366   6000.00      0.00   -343.11 7383    0 7367    0  plain   wall  plain   wall
Object:   OBJ03956   3163      V3t   -50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ03957   3163      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ03958   3163      V3m    50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ03959   3163      VBs    50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ03960   3163      c3s   -50.00      fauna     1.00     1.00                 cyan     triped      small             
Cell: 3164   5000.00   7000.00    -31.07 3182 3145 3165 3163   wall  plain  rocks  plain
Object:   OBJ03961   3164      Vrt   -50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ03962   3164      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ03963   3164      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ03964   3164      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ03965   3164      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ03966   3164      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ03967   3164      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ03968   3164      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ03969   3164      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ03970   3164      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ03971   3164      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ03972   3164      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ03973   3164      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ03974   3164      crt   -50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ03975   3164      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ03976   3164      drs    10.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ03977   3164      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ03978   3164      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ03979   3164      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ03980   3164      crs    10.00    mineral     1.00     1.00                 cyan       rock      small             
Cell: 3165   6000.00   7000.00    291.21 3183 3146 3166 3164  rocks  rocks  cliff  rocks
Object:   OBJ03981   3165      crm    50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ03982   3165      drm    50.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ03983   3165      Vrm    10.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ03984   3165      Vrm    50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ03985   3165      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ03986   3165      crs   -50.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ03987   3165      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ03988   3165      V3t   -50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ03989   3165      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ03990   3165      Vrt   -50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ03991   3165      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ03992   3165      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ03993   3165      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ03994   3165      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ03995   3165      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ03996   3165      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ03997   3165      V3m    50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ03998   3165      VBm    10.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ03999   3165      cBt    50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ04000   3165      d3m    50.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Cell: 3166   7000.00   7000.00   -288.00 3184 3147  561 3165  plain  rocks  plain   wall
Object:   OBJ04001   3166      d3s   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ04002   3166      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ04003   3166      crs    10.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ04004   3166      Vrm    50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ04005   3166      crs   -50.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ04006   3166      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ04007   3166      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ04008   3166      Vrt   -50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ04009   3166      cBt    50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ04010   3166      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ04011   3166      cBs    10.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ04012   3166      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ04013   3166      cBt    10.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ04014   3166      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ04015   3166      d3s   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ04016   3166      V3t   -50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ04017   3166      Vrm    10.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ04018   3166      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ04019   3166      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ04020   3166      crs    10.00    mineral     1.00     1.00                 cyan       rock      small             
Cell:  561   8000.00   7000.00   -434.49  578  544  562 3166    mud  plain  plain  plain
Object:   OBJ04021    561      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ04022    561      dBt   -50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ04023    561      d3m    50.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ04024    561      Vrt    10.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ04025    561      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ04026    561      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ04027    561      VBs    10.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ04028    561      VBt   -50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ04029    561      c3m    10.00      fauna     5.00    10.00                 cyan     triped     medium             
Object:   OBJ04030    561      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ04031    561      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ04032    561      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ04033    561      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ04034    561      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ04035    561      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ04036    561      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ04037    561      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ04038    561      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ04039    561      crm    50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ04040    561      VBm    10.00      flora     5.00    10.00            olivedrab       bush     medium             
Cell:  562   9000.00   7000.00   -415.34  579  545  148  561  rocks  rocks  plain  plain
Object:   OBJ04041    562      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ04042    562      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ04043    562      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ04044    562      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ04045    562      Vrm    10.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ04046    562      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ04047    562      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ04048    562      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ04049    562      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ04050    562      dBs    50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ04051    562      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ04052    562      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ04053    562      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ04054    562      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ04055    562      cBt    10.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ04056    562      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ04057    562      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ04058    562      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ04059    562      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ04060    562      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Cell:  148  10000.00   7000.00   -430.18  165  131  149  562    mud  plain  plain  plain
Object:   OBJ04061    148      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ04062    148      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ04063    148      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ04064    148      VBt   -50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ04065    148      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ04066    148      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ04067    148      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ04068    148      dBt    10.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ04069    148      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ04070    148      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ04071    148      V3t    10.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ04072    148      cBs    50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ04073    148      d3s   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ04074    148      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ04075    148      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ04076    148      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ04077    148      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ04078    148      cBm    50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ04079    148      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ04080    148      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Cell:  149  11000.00   7000.00    -73.27  166  132  150  148  plain  rocks  plain  plain
Object:   OBJ04081    149      Vrm    50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ04082    149      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ04083    149      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ04084    149      VBt   -50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ04085    149      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ04086    149      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ04087    149      crt   -50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ04088    149      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ04089    149      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ04090    149      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ04091    149      cBt    10.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ04092    149      cBt    10.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ04093    149      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ04094    149      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ04095    149      Vrt   -50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ04096    149      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ04097    149      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ04098    149      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ04099    149      Vrm    10.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ04100    149      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Cell:  150  12000.00   7000.00   -213.67  167  133  151  149  plain  rocks  plain  plain
Object:   OBJ04101    150      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ04102    150      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ04103    150      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ04104    150      VBt   -50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ04105    150      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ04106    150      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ04107    150      dBt   -50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ04108    150      cBm    50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ04109    150      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ04110    150      d3m    50.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ04111    150      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ04112    150      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ04113    150      VBt   -50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ04114    150      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ04115    150      d3m    50.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ04116    150      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ04117    150      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ04118    150      d3s   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ04119    150      VBt    50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ04120    150      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Cell:  151  13000.00   7000.00    -88.88  168  134  152  150  plain  plain  rocks  plain
Object:   OBJ04121    151      cBt   -50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ04122    151      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ04123    151      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ04124    151      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ04125    151      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ04126    151      cBt    10.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ04127    151      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ04128    151      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ04129    151      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ04130    151      V3t   -50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ04131    151      VBm    10.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ04132    151      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ04133    151      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ04134    151      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ04135    151      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ04136    151      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ04137    151      VBt    10.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ04138    151      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ04139    151      Vrm    10.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ04140    151      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Cell:  152  14000.00   7000.00   -264.79  169  135  153  151  plain  plain  rocks  rocks
Object:   OBJ04141    152      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ04142    152      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ04143    152      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ04144    152      c3m    10.00      fauna     5.00    10.00                 cyan     triped     medium             
Object:   OBJ04145    152      Vrm    50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ04146    152      d3m    50.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ04147    152      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ04148    152      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ04149    152      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ04150    152      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ04151    152      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ04152    152      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ04153    152      drm    50.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ04154    152      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ04155    152      drm    50.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ04156    152      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ04157    152      VBt   -50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ04158    152      VBt   -50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ04159    152      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ04160    152      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Cell:  153  15000.00   7000.00   -227.94  170  136  154  152  rocks  rocks  plain  rocks
Object:   OBJ04161    153      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ04162    153      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ04163    153      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ04164    153      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ04165    153      Vrm    10.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ04166    153      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ04167    153      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ04168    153      drs    50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ04169    153      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ04170    153      V3m    10.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ04171    153      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ04172    153      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ04173    153      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ04174    153      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ04175    153      crs   -50.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ04176    153      crs    10.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ04177    153      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ04178    153      Vrm    10.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ04179    153      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ04180    153      cBs    10.00      flora     1.00     1.00                 cyan       bush      small             
Cell:  154  16000.00   7000.00    -58.29  171  137  155  153  plain  plain  plain  plain
Object:   OBJ04181    154      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ04182    154      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ04183    154      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ04184    154      cBs    50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ04185    154      cBm    50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ04186    154      cBs    10.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ04187    154      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ04188    154      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ04189    154      VBm    10.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ04190    154      c3t   -50.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ04191    154      Vrt   -50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ04192    154      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ04193    154      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ04194    154      d3t   -50.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ04195    154      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ04196    154      VBt   -50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ04197    154      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ04198    154      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ04199    154      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ04200    154      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Cell:  155  17000.00   7000.00   -156.86  172  138  156  154  plain  plain  plain  plain
Object:   OBJ04201    155      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ04202    155      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ04203    155      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ04204    155      cBm    50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ04205    155      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ04206    155      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ04207    155      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ04208    155      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ04209    155      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ04210    155      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ04211    155      Vrt   -50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ04212    155      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ04213    155      c3m    10.00      fauna     5.00    10.00                 cyan     triped     medium             
Object:   OBJ04214    155      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ04215    155      d3s   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ04216    155      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ04217    155      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ04218    155      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ04219    155      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ04220    155      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Cell:  156  18000.00   7000.00    -38.26  173  139  157  155  plain  plain  plain  plain
Object:   OBJ04221    156      crs   -50.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ04222    156      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ04223    156      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ04224    156      V3t   -50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ04225    156      crt   -50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ04226    156      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ04227    156      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ04228    156      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ04229    156      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ04230    156      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ04231    156      crs    10.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ04232    156      VBt    50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ04233    156      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ04234    156      crs   -50.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ04235    156      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ04236    156      dBt   -50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ04237    156      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ04238    156      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ04239    156      cBs    10.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ04240    156      V3m    10.00      fauna     5.00    10.00            olivedrab     triped     medium             
Cell:  157  19000.00   7000.00    -73.31  174  140  158  156  plain  plain  rocks  plain
Object:   OBJ04241    157      dBs    10.00      flora     1.00     1.00        dayglo-orange       bush      small             
