
#          title damage energy traversable is_fall
Interface: plain      0      0           1       0
Interface: rocks      1      0           1       0
Interface: mud        0      1           1       0
Interface: wall      10      1           0       0
Interface: cliff      0      0           1       1
Cell: 1987   3000.00      0.00    -15.96  840    0 1988    0  cliff   wall  rocks   wall
Object:   OBJ02035   1999     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ02036   1999     V3s5    10.00      fauna     1.00     1.00            olivedrab     triped      small     5candela
Object:   OBJ02037   1999     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ02038   1999     Vrtn    10.00    mineral     0.10     0.10            olivedrab       rock       tiny         none
Object:   OBJ02039   1999     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ02040   1999     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ02041   1999     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ02042   1999     dBsb    50.00      flora     1.00     1.00        dayglo-orange       bush      small     blinding
Object:   OBJ02043   1999     crmb   -50.00    mineral     5.00    10.00                 cyan       rock     medium     blinding
Object:   OBJ02044   1999     VBmn    10.00      flora     5.00    10.00            olivedrab       bush     medium         none
Object:   OBJ02045   1999     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ02046   1999     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ02047   1999     c3sb   -50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ02048   1999     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ02049   1999     d3mn    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ02050   1999     drsb    50.00    mineral     1.00     1.00        dayglo-orange       rock      small     blinding
Object:   OBJ02051   1999     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ02052   1999     crmn   -50.00    mineral     5.00    10.00                 cyan       rock     medium         none
Object:   OBJ02053   1999     Vrtn    10.00    mineral     0.10     0.10            olivedrab       rock       tiny         none
Object:   OBJ02054   1999     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ02055   1999     VBtn    10.00      flora     0.10     0.10            olivedrab       bush       tiny         none
Object:   OBJ02056   1999     Vrmn    10.00    mineral     5.00    10.00            olivedrab       rock     medium         none
Object:   OBJ02057   1999     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ02058   1999     crmn   -50.00    mineral     5.00    10.00                 cyan       rock     medium         none
Object:   OBJ02059   1999     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ02060   1999     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Cell: 4720  16000.00      0.00   -773.34 2013    0 2000 1999    mud   wall    mud    mud
Object:   OBJ02061   4720     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ02062   4720     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ02063   4720     cBsn    50.00      flora     1.00     1.00                 cyan       bush      small         none
Object:   OBJ02064   4720     cBmn    50.00      flora     5.00    10.00                 cyan       bush     medium         none
Object:   OBJ02065   4720     c3sb    50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Cell: 2000  17000.00      0.00   -500.87 4742    0 4722 4720  rocks   wall  plain  rocks
Object:   OBJ02066   2000     dBsn   -50.00      flora     1.00     1.00        dayglo-orange       bush      small         none
Object:   OBJ02067   2000     crtb    10.00    mineral     0.10     0.10                 cyan       rock       tiny     blinding
Object:   OBJ02068   2000     Vrtn    10.00    mineral     0.10     0.10            olivedrab       rock       tiny         none
Object:   OBJ02069   2000     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ02070   2000     drm5   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium     5candela
Cell: 4722  18000.00      0.00   -712.47 4743    0 4723 2000    mud   wall  plain    mud
Object:   OBJ02071   4722     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ02072   4722     V3m5    10.00      fauna     5.00    10.00            olivedrab     triped     medium     5candela
Object:   OBJ02073   4722     crs5    50.00    mineral     1.00     1.00                 cyan       rock      small     5candela
Object:   OBJ02074   4722     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ02075   4722     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Cell: 4723  19000.00      0.00   -671.48 4744    0 3951 4722    mud   wall   wall    mud
Object:   OBJ02076   4723     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ02077   4723     crmn    50.00    mineral     5.00    10.00                 cyan       rock     medium         none
Object:   OBJ02078   4723     V3sb    10.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Object:   OBJ02079   4723     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ02080   4723     drmn   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium         none
Cell: 3951  20000.00      0.00     85.30 3970    0 3952 4723  plain   wall  cliff  cliff
Object:   OBJ02081   3951     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ02082   3951     drsn   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ02083   3951     V3s5    10.00      fauna     1.00     1.00            olivedrab     triped      small     5candela
Object:   OBJ02084   3951     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ02085   3951     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Cell: 3952  21000.00      0.00   -486.01 3971    0 3953 3951    mud   wall  plain   wall
Object:   OBJ02086   3952     V3sb    10.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Object:   OBJ02087   3952     d3sn    10.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Object:   OBJ02088   3952     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ02089   3952     d3mn    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ02090   3952     V3sn    50.00      fauna     1.00     1.00            olivedrab     triped      small         none
Cell: 3953  22000.00      0.00   -387.50 3972    0 3954 3952    mud   wall    mud    mud
Object:   OBJ02091   3953     V3tb    10.00      fauna     0.10     0.10            olivedrab     triped       tiny     blinding
Object:   OBJ02092   3953     V3tb    10.00      fauna     0.10     0.10            olivedrab     triped       tiny     blinding
Object:   OBJ02093   3953     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ02094   3953     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ02095   3953     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Cell: 3954  23000.00      0.00   -426.68 3973    0 3955 3953    mud   wall    mud  plain
Object:   OBJ02096   3954     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ02097   3954     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ02098   3954     Vrsn    50.00    mineral     1.00     1.00            olivedrab       rock      small         none
Object:   OBJ02099   3954     d3mn    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ02100   3954     dBm5   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium     5candela
Cell: 3955  24000.00      0.00   -515.28 3974    0 3956 3954  plain   wall  plain    mud
Object:   OBJ02101   3955     c3mb    10.00      fauna     5.00    10.00                 cyan     triped     medium     blinding
Object:   OBJ02102   3955     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ02103   3955     c3sn    50.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ02104   3955     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ02105   3955     crmb    50.00    mineral     5.00    10.00                 cyan       rock     medium     blinding
Cell: 3956  25000.00      0.00   -431.14 3975    0 3957 3955  plain   wall  plain    mud
Object:   OBJ02106   3956     Vrsn    50.00    mineral     1.00     1.00            olivedrab       rock      small         none
Object:   OBJ02107   3956     c3sb    50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ02108   3956     Vrsn    50.00    mineral     1.00     1.00            olivedrab       rock      small         none
Object:   OBJ02109   3956     c3tn    10.00      fauna     0.10     0.10                 cyan     triped       tiny         none
Object:   OBJ02110   3956     crtb    10.00    mineral     0.10     0.10                 cyan       rock       tiny     blinding
Cell: 3957  26000.00      0.00   -349.07 3976    0 3958 3956  plain   wall    mud  plain
Object:   OBJ02111   3957     c3tb    10.00      fauna     0.10     0.10                 cyan     triped       tiny     blinding
Object:   OBJ02112   3957     V3s5    10.00      fauna     1.00     1.00            olivedrab     triped      small     5candela
Object:   OBJ02113   3957     crmn   -50.00    mineral     5.00    10.00                 cyan       rock     medium         none
Object:   OBJ02114   3957     c3m5    10.00      fauna     5.00    10.00                 cyan     triped     medium     5candela
Object:   OBJ02115   3957     cBsn    50.00      flora     1.00     1.00                 cyan       bush      small         none
Cell: 3958  27000.00      0.00   -442.95 3977    0 3959 3957  plain   wall    mud    mud
Object:   OBJ02116   3958     drs5   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small     5candela
Object:   OBJ02117   3958     crmn    50.00    mineral     5.00    10.00                 cyan       rock     medium         none
Object:   OBJ02118   3958     d3mn    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ02119   3958     d3s5    10.00      fauna     1.00     1.00        dayglo-orange     triped      small     5candela
Object:   OBJ02120   3958     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Cell: 3959  28000.00      0.00   -321.87 3978    0 3960 3958  plain   wall  plain  plain
Object:   OBJ02121   3959     V3tb    10.00      fauna     0.10     0.10            olivedrab     triped       tiny     blinding
Object:   OBJ02122   3959     drm5   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium     5candela
Object:   OBJ02123   3959     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ02124   3959     crmb   -50.00    mineral     5.00    10.00                 cyan       rock     medium     blinding
Object:   OBJ02125   3959     crm5    50.00    mineral     5.00    10.00                 cyan       rock     medium     5candela
Cell: 3960  29000.00      0.00   -353.40 3979    0 3961 3959    mud   wall  plain  plain
Object:   OBJ02126   3960     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ02127   3960     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ02128   3960     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ02129   3960     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ02130   3960     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Cell: 3961  30000.00      0.00   -314.26 3980    0    0 3960    mud   wall   wall    mud
Object:   OBJ02131   3961     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ02132   3961     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ02133   3961     dBm5   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium     5candela
Object:   OBJ02134   3961     crsn   -50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ02135   3961     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Cell:  837      0.00   1000.00   -598.07  856    0  838    0  plain   wall  plain   wall
Object:   OBJ02136    837     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ02137    837     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ02138    837     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ02139    837     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ02140    837     VBmn    10.00      flora     5.00    10.00            olivedrab       bush     medium         none
Cell:  838   1000.00   1000.00   -629.87  857    0  839  837  plain   wall  plain  plain
Object:   OBJ02141    838     c3sn    50.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ02142    838     d3s5   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small     5candela
Object:   OBJ02143    838     Vrmn    50.00    mineral     5.00    10.00            olivedrab       rock     medium         none
Object:   OBJ02144    838     d3tn    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny         none
Object:   OBJ02145    838     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Cell:  839   2000.00   1000.00   -555.60  858    0  840  838  plain   wall  plain  plain
Object:   OBJ02146    839     crmn    10.00    mineral     5.00    10.00                 cyan       rock     medium         none
Object:   OBJ02147    839     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ02148    839     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ02149    839     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ02150    839     c3mn   -50.00      fauna     5.00    10.00                 cyan     triped     medium         none
Cell:  840   3000.00   1000.00   -641.23  859 1987  841  839  plain   wall  plain  plain
Object:   OBJ02151    840     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ02152    840     d3sb    50.00      fauna     1.00     1.00        dayglo-orange     triped      small     blinding
Object:   OBJ02153    840     cBsn    50.00      flora     1.00     1.00                 cyan       bush      small         none
Object:   OBJ02154    840     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ02155    840     drsn   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Cell:  841   4000.00   1000.00   -498.18  860 1988  842  840  rocks  plain  rocks  rocks
Object:   OBJ02156    841     Vrsb    10.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ02157    841     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ02158    841     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ02159    841     crmb    50.00    mineral     5.00    10.00                 cyan       rock     medium     blinding
Object:   OBJ02160    841     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Cell:  842   5000.00   1000.00   -436.07  861 1989  843  841  rocks  rocks  rocks  rocks
Object:   OBJ02161    842     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ02162    842     c3sb    50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ02163    842     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ02164    842     d3s5    10.00      fauna     1.00     1.00        dayglo-orange     triped      small     5candela
Object:   OBJ02165    842     c3tn    10.00      fauna     0.10     0.10                 cyan     triped       tiny         none
Cell:  843   6000.00   1000.00   -441.39  862 1990  844  842  plain  rocks  plain  rocks
Object:   OBJ02166    843     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ02167    843     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ02168    843     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ02169    843     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ02170    843     d3sn    10.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Cell:  844   7000.00   1000.00   -431.48  863 1991  845  843  rocks  plain  rocks  plain
Object:   OBJ02171    844     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ02172    844     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ02173    844     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ02174    844     drmn    50.00    mineral     5.00    10.00        dayglo-orange       rock     medium         none
Object:   OBJ02175    844     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Cell:  845   8000.00   1000.00   -446.10  864 1992  846  844  plain  rocks  plain  rocks
Object:   OBJ02176    845     crtn    50.00    mineral     0.10     0.10                 cyan       rock       tiny         none
Object:   OBJ02177    845     dBs5   -50.00      flora     1.00     1.00        dayglo-orange       bush      small     5candela
Object:   OBJ02178    845     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ02179    845     d3m5   -50.00      fauna     5.00    10.00        dayglo-orange     triped     medium     5candela
Object:   OBJ02180    845     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Cell:  846   9000.00   1000.00   -494.11  865 1993  847  845  rocks  plain  plain  rocks
Object:   OBJ02181    846     d3sn    10.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Object:   OBJ02182    846     drsb   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small     blinding
Object:   OBJ02183    846     drs5   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small     5candela
Object:   OBJ02184    846     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ02185    846     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Cell:  847  10000.00   1000.00   -479.36  866 1994  848  846  rocks  rocks  plain  rocks
Object:   OBJ02186    847     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ02187    847     Vrmn    50.00    mineral     5.00    10.00            olivedrab       rock     medium         none
Object:   OBJ02188    847     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ02189    847     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ02190    847     crtn    50.00    mineral     0.10     0.10                 cyan       rock       tiny         none
Cell:  848  11000.00   1000.00   -507.86  867 1995 2009  847  rocks  plain  plain  plain
Object:   OBJ02191    848     drmn   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium         none
Object:   OBJ02192    848     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ02193    848     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ02194    848     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ02195    848     VBmb    10.00      flora     5.00    10.00            olivedrab       bush     medium     blinding
Cell: 2009  12000.00   1000.00    -41.38  868 1996 2010  848  rocks  rocks  rocks  rocks
Object:   OBJ02196   2009     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ02197   2009     c3sb    10.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ02198   2009     V3t5    10.00      fauna     0.10     0.10            olivedrab     triped       tiny     5candela
Object:   OBJ02199   2009     VBsn    10.00      flora     1.00     1.00            olivedrab       bush      small         none
Object:   OBJ02200   2009     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Cell: 2010  13000.00   1000.00   -432.89  869 1997  849 2009  plain  plain  rocks  plain
Object:   OBJ02201   2010     d3sn   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Object:   OBJ02202   2010     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ02203   2010     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ02204   2010     c3sn    50.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ02205   2010     VBmn    10.00      flora     5.00    10.00            olivedrab       bush     medium         none
Cell:  849  14000.00   1000.00   -671.30 2025 1998 2012 2010  plain  plain    mud    mud
Object:   OBJ02206    849     d3sb    10.00      fauna     1.00     1.00        dayglo-orange     triped      small     blinding
Object:   OBJ02207    849     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ02208    849     VBmn    10.00      flora     5.00    10.00            olivedrab       bush     medium         none
Object:   OBJ02209    849     c3sn    50.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ02210    849     VBtn    10.00      flora     0.10     0.10            olivedrab       bush       tiny         none
Cell: 2012  15000.00   1000.00   -278.20 2026 1999 2013  849  rocks  plain  plain  rocks
Object:   OBJ02211   2012     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ02212   2012     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ02213   2012     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ02214   2012     c3mb    10.00      fauna     5.00    10.00                 cyan     triped     medium     blinding
Object:   OBJ02215   2012     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Cell: 2013  16000.00   1000.00   -701.76 2027 4720 4742 2012  plain    mud    mud  plain
Object:   OBJ02216   2013     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ02217   2013     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ02218   2013     drs5   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small     5candela
Object:   OBJ02219   2013     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ02220   2013     c3sn    50.00      fauna     1.00     1.00                 cyan     triped      small         none
Cell: 4742  17000.00   1000.00   -674.96 2028 2000 4743 2013  plain    mud  plain  plain
Object:   OBJ02221   4742     V3t5    10.00      fauna     0.10     0.10            olivedrab     triped       tiny     5candela
Object:   OBJ02222   4742     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ02223   4742     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ02224   4742     d3mn    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ02225   4742     Vrmn    10.00    mineral     5.00    10.00            olivedrab       rock     medium         none
Cell: 4743  18000.00   1000.00   -788.03 4764 4722 4744 4742    mud  plain    mud  plain
Object:   OBJ02226   4743     drmn   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium         none
Object:   OBJ02227   4743     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ02228   4743     c3sb    50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ02229   4743     crtn    50.00    mineral     0.10     0.10                 cyan       rock       tiny         none
Object:   OBJ02230   4743     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Cell: 4744  19000.00   1000.00   -798.65 4765 4723 3970 4743    mud  plain  plain    mud
Object:   OBJ02231   4744     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ02232   4744     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ02233   4744     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ02234   4744     drsn   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ02235   4744     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Cell: 3970  20000.00   1000.00   -388.72 3989 3951 3971 4744    mud    mud    mud    mud
Object:   OBJ02236   3970     crtb    10.00    mineral     0.10     0.10                 cyan       rock       tiny     blinding
Object:   OBJ02237   3970     crmn   -50.00    mineral     5.00    10.00                 cyan       rock     medium         none
Object:   OBJ02238   3970     V3tn    50.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ02239   3970     Vrsn    50.00    mineral     1.00     1.00            olivedrab       rock      small         none
Object:   OBJ02240   3970     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Cell: 3971  21000.00   1000.00   -395.47 3990 3952 3972 3970  plain  plain    mud  plain
Object:   OBJ02241   3971     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ02242   3971     c3m5    10.00      fauna     5.00    10.00                 cyan     triped     medium     5candela
Object:   OBJ02243   3971     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ02244   3971     d3sn    10.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Object:   OBJ02245   3971     d3mn   -50.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Cell: 3972  22000.00   1000.00   -324.20 3991 3953 3973 3971    mud    mud  plain  plain
Object:   OBJ02246   3972     d3mb    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium     blinding
Object:   OBJ02247   3972     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ02248   3972     d3sn    10.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Object:   OBJ02249   3972     c3mb    10.00      fauna     5.00    10.00                 cyan     triped     medium     blinding
Object:   OBJ02250   3972     crs5    50.00    mineral     1.00     1.00                 cyan       rock      small     5candela
Cell: 3973  23000.00   1000.00   -406.98 3992 3954 3974 3972  plain  plain    mud  plain
Object:   OBJ02251   3973     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ02252   3973     V3sb    10.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Object:   OBJ02253   3973     crs5   -50.00    mineral     1.00     1.00                 cyan       rock      small     5candela
Object:   OBJ02254   3973     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ02255   3973     crmn    50.00    mineral     5.00    10.00                 cyan       rock     medium         none
Cell: 3974  24000.00   1000.00   -493.65 3993 3955 3975 3973    mud  plain    mud  plain
Object:   OBJ02256   3974     d3sb   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small     blinding
Object:   OBJ02257   3974     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ02258   3974     d3m5   -50.00      fauna     5.00    10.00        dayglo-orange     triped     medium     5candela
Object:   OBJ02259   3974     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ02260   3974     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Cell: 3975  25000.00   1000.00   -524.40 3994 3956 3976 3974    mud  plain  plain  plain
Object:   OBJ02261   3975     d3sb    50.00      fauna     1.00     1.00        dayglo-orange     triped      small     blinding
Object:   OBJ02262   3975     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ02263   3975     V3sb    10.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Object:   OBJ02264   3975     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ02265   3975     V3sb    10.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Cell: 3976  26000.00   1000.00   -364.74 3995 3957 3977 3975  plain  plain  plain    mud
Object:   OBJ02266   3976     crmn   -50.00    mineral     5.00    10.00                 cyan       rock     medium         none
Object:   OBJ02267   3976     V3t5    10.00      fauna     0.10     0.10            olivedrab     triped       tiny     5candela
Object:   OBJ02268   3976     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ02269   3976     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ02270   3976     Vrsb    10.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Cell: 3977  27000.00   1000.00   -525.89 3996 3958 3978 3976  plain  plain    mud    mud
Object:   OBJ02271   3977     c3tn    10.00      fauna     0.10     0.10                 cyan     triped       tiny         none
Object:   OBJ02272   3977     d3m5   -50.00      fauna     5.00    10.00        dayglo-orange     triped     medium     5candela
Object:   OBJ02273   3977     V3s5    10.00      fauna     1.00     1.00            olivedrab     triped      small     5candela
Object:   OBJ02274   3977     drmn   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium         none
Object:   OBJ02275   3977     c3mb    10.00      fauna     5.00    10.00                 cyan     triped     medium     blinding
Cell: 3978  28000.00   1000.00   -430.72 3997 3959 3979 3977    mud  plain    mud  plain
